year,quarter,domain,technology,region,demand_index,median_salary,hiring_velocity,attrition_rate_est,remote_ratio
2021,4,Public Sector,DevOps,India,17.5,94570.81,0.756,0.093,0.366
2021,4,Public Sector,DevOps,,24.33,130473.52,0.731,0.119,0.372
2021,4,Public Sector,DataSci,NA,44.5,151861.65,0.794,0.119,0.372
2021,4,Public Sector,DataSci,EU,35.01,114593.61,0.697,0.099,0.359
2021,4,Public Sector,DataSci,APAC,25.4,89144.72,0.732,0.141,0.314
2021,4,Public Sector,DataSci,India,20.09,64479.26,0.666,0.139,0.263
2021,4,Public Sector,DataSci,,26.88,89772.92,0.607,0.145,0.256
2021,4,Public Sector,MLE,NA,45.35,198397.29,0.586,0.122,0.429
2021,4,Public Sector,MLE,EU,36.88,153714.89,0.671,0.123,0.405
2021,4,Public Sector,MLE,APAC,26.58,117433.96,0.72,0.091,0.365
2021,4,Public Sector,MLE,India,19.55,83933.46,0.741,0.098,0.427
2021,4,Public Sector,MLE,,27.07,114590.92,0.599,0.137,0.354
2021,4,Public Sector,QA-Automation,NA,27.73,143031.63,0.698,0.107,0.445
2021,4,Public Sector,QA-Automation,EU,20.57,107518.77,0.819,0.095,0.37
2021,4,Public Sector,QA-Automation,APAC,14.46,85457.45,0.634,0.1,0.261
2021,4,Public Sector,QA-Automation,India,12.06,59941.15,0.731,0.099,0.363
2021,4,Public Sector,QA-Automation,,16.96,85251.39,0.852,0.141,0.406
2021,4,Public Sector,Kubernetes,NA,32.44,207638.85,0.598,0.147,0.271
2021,4,Public Sector,Kubernetes,EU,24.51,159895.05,0.616,0.133,0.335
2021,4,Public Sector,Kubernetes,APAC,17.32,121259.57,0.622,0.105,0.292
2021,4,Public Sector,Kubernetes,India,11.1,86777.41,0.609,0.149,0.353
2021,4,Public Sector,Kubernetes,,18.36,120137.33,0.782,0.094,0.274
2021,4,Energy,Python,NA,32.65,214746.73,0.866,0.11,0.26
2021,4,Energy,Python,EU,23.64,167739.12,0.616,0.114,0.252
2021,4,Energy,Python,APAC,20.94,126382.59,0.879,0.119,0.347
2021,4,Energy,Python,India,14.34,86630.8,0.807,0.097,0.271
2021,4,Energy,Python,,18.78,125722.77,0.705,0.125,0.294
2021,4,Energy,Java,NA,43.66,147024.26,0.768,0.103,0.371
2021,4,Energy,Java,EU,33.43,115862.81,0.787,0.112,0.309
2021,4,Energy,Java,APAC,23.42,85346.76,0.772,0.143,0.287
2021,4,Energy,Java,India,18.77,64568.97,0.876,0.122,0.269
2021,4,Energy,Java,,24.23,86376.79,0.597,0.127,0.256
2021,4,Energy,AWS,NA,42.06,157208.66,0.831,0.105,0.392
2021,4,Energy,AWS,EU,33.89,117890.92,0.592,0.124,0.432
2021,4,Energy,AWS,APAC,24.55,90311.85,0.751,0.14,0.429
2021,4,Energy,AWS,India,17.47,65922.26,0.788,0.145,0.341
2021,4,Energy,AWS,,25.41,88229.48,0.705,0.115,0.294
2021,4,Energy,Azure,NA,46.44,180027.1,0.861,0.153,0.343
2021,4,Energy,Azure,EU,34.67,136252.34,0.817,0.093,0.384
2021,4,Energy,Azure,APAC,27.25,102664.85,0.665,0.127,0.377
2021,4,Energy,Azure,India,20.75,73030.65,0.759,0.122,0.392
2021,4,Energy,Azure,,26.63,105817.43,0.764,0.126,0.37
2021,4,Energy,React,NA,45.07,156470.92,0.587,0.144,0.269
2021,4,Energy,React,EU,32.53,121869.09,0.681,0.097,0.305
2021,4,Energy,React,APAC,25.82,90472.77,0.868,0.141,0.321
2021,4,Energy,React,India,17.38,64223.56,0.753,0.108,0.356
2021,4,Energy,React,,27.24,92740.23,0.832,0.119,0.322
2021,4,Energy,DevOps,NA,41.81,224851.46,0.83,0.125,0.306
2021,4,Energy,DevOps,EU,32.77,168340.63,0.623,0.111,0.268
2021,4,Energy,DevOps,APAC,24.15,129417.0,0.743,0.11,0.262
2021,4,Energy,DevOps,India,17.99,90392.29,0.788,0.136,0.367
2021,4,Energy,DevOps,,22.71,132274.34,0.753,0.142,0.333
2021,4,Energy,DataSci,NA,44.01,154099.41,0.671,0.096,0.327
2021,4,Energy,DataSci,EU,33.96,118494.9,0.594,0.118,0.335
2021,4,Energy,DataSci,APAC,25.43,87212.78,0.672,0.14,0.322
2021,4,Energy,DataSci,India,16.49,63601.15,0.776,0.122,0.38
2021,4,Energy,DataSci,,25.65,91470.23,0.854,0.155,0.367
2021,4,Energy,MLE,NA,47.32,197282.78,0.842,0.111,0.401
2021,4,Energy,MLE,EU,34.71,151350.26,0.601,0.135,0.331
2021,4,Energy,MLE,APAC,27.06,115014.2,0.655,0.14,0.33
2021,4,Energy,MLE,India,20.21,84175.09,0.666,0.143,0.439
2021,4,Energy,MLE,,26.84,117214.45,0.75,0.096,0.443
2021,4,Energy,QA-Automation,NA,28.58,144662.34,0.836,0.097,0.379
2021,4,Energy,QA-Automation,EU,19.08,105405.1,0.688,0.141,0.41
2021,4,Energy,QA-Automation,APAC,15.08,82827.68,0.704,0.104,0.291
2021,4,Energy,QA-Automation,India,11.38,55618.28,0.597,0.1,0.354
2021,4,Energy,QA-Automation,,14.76,83688.18,0.581,0.093,0.332
2021,4,Energy,Kubernetes,NA,31.05,208350.78,0.722,0.148,0.254
2021,4,Energy,Kubernetes,EU,23.83,158322.47,0.77,0.129,0.268
2021,4,Energy,Kubernetes,APAC,18.3,123726.41,0.776,0.128,0.323
2021,4,Energy,Kubernetes,India,13.5,88798.83,0.793,0.128,0.277
2021,4,Energy,Kubernetes,,19.0,123876.94,0.603,0.107,0.427
2021,4,Retail,Python,NA,30.76,212746.79,0.64,0.126,0.269
2021,4,Retail,Python,EU,23.02,166063.25,0.732,0.101,0.327
2021,4,Retail,Python,APAC,17.65,124314.86,0.605,0.116,0.335
2021,4,Retail,Python,India,13.46,88600.52,0.788,0.09,0.378
2021,4,Retail,Python,,19.54,125643.08,0.862,0.1,0.443
2021,4,Retail,Java,NA,40.46,150177.88,0.855,0.116,0.258
2021,4,Retail,Java,EU,32.14,117036.52,0.691,0.124,0.308
2021,4,Retail,Java,APAC,23.08,86190.64,0.846,0.13,0.334
2021,4,Retail,Java,India,15.95,60174.75,0.763,0.123,0.432
2021,4,Retail,Java,,24.28,87323.48,0.845,0.137,0.419
2021,4,Retail,AWS,NA,44.72,153087.84,0.698,0.121,0.306
2021,4,Retail,AWS,EU,31.2,120240.93,0.817,0.146,0.353
2021,4,Retail,AWS,APAC,27.11,92457.35,0.768,0.125,0.255
2021,4,Retail,AWS,India,17.53,63828.21,0.722,0.152,0.448
2021,4,Retail,AWS,,25.28,88305.31,0.776,0.153,0.271
2021,4,Retail,Azure,NA,48.82,177219.12,0.745,0.106,0.263
2021,4,Retail,Azure,EU,37.03,133442.08,0.655,0.154,0.422
2021,4,Retail,Azure,APAC,27.57,104213.25,0.716,0.096,0.267
2021,4,Retail,Azure,India,21.07,73829.85,0.783,0.094,0.327
2021,4,Retail,Azure,,26.21,107292.21,0.794,0.117,0.438
2021,4,Retail,React,NA,42.0,156670.3,0.864,0.098,0.371
2021,4,Retail,React,EU,31.64,117332.74,0.742,0.107,0.323
2021,4,Retail,React,APAC,23.92,94259.68,0.587,0.13,0.416
2021,4,Retail,React,India,17.7,65178.4,0.874,0.123,0.415
2021,4,Retail,React,,24.46,89512.56,0.692,0.116,0.322
2021,4,Retail,DevOps,NA,39.56,221848.15,0.602,0.116,0.355
2021,4,Retail,DevOps,EU,31.95,168875.85,0.604,0.136,0.365
2021,4,Retail,DevOps,APAC,22.84,130494.2,0.875,0.119,0.327
2021,4,Retail,DevOps,India,18.3,89401.88,0.591,0.092,0.256
2021,4,Retail,DevOps,,22.44,134520.33,0.585,0.096,0.328
2021,4,Retail,DataSci,NA,46.57,152127.05,0.6,0.13,0.298
2021,4,Retail,DataSci,EU,35.53,116453.43,0.814,0.148,0.288
2021,4,Retail,DataSci,APAC,26.15,87478.56,0.81,0.112,0.351
2021,4,Retail,DataSci,India,18.26,62395.86,0.588,0.134,0.354
2021,4,Retail,DataSci,,27.64,90489.96,0.792,0.155,0.345
2021,4,Retail,MLE,NA,46.08,202741.85,0.84,0.148,0.258
2021,4,Retail,MLE,EU,34.1,150341.32,0.747,0.113,0.384
2021,4,Retail,MLE,APAC,25.73,116316.72,0.878,0.115,0.368
2021,4,Retail,MLE,India,18.46,81389.98,0.606,0.129,0.331
2021,4,Retail,MLE,,26.69,117111.89,0.837,0.123,0.43
2021,4,Retail,QA-Automation,NA,26.35,144184.24,0.683,0.094,0.303
2021,4,Retail,QA-Automation,EU,21.6,109345.56,0.815,0.157,0.286
2021,4,Retail,QA-Automation,APAC,17.18,85070.09,0.735,0.157,0.279
2021,4,Retail,QA-Automation,India,13.01,57721.54,0.78,0.093,0.424
2021,4,Retail,QA-Automation,,17.65,85699.12,0.84,0.135,0.294
2021,4,Retail,Kubernetes,NA,31.62,206522.49,0.835,0.094,0.392
2021,4,Retail,Kubernetes,EU,24.54,161490.78,0.74,0.121,0.416
2021,4,Retail,Kubernetes,APAC,19.0,120058.66,0.737,0.154,0.378
2021,4,Retail,Kubernetes,India,11.82,86024.01,0.689,0.144,0.351
2021,4,Retail,Kubernetes,,19.79,122924.85,0.869,0.142,0.259
2022,1,Healthcare,Python,NA,31.32,219024.56,0.689,0.155,0.446
2022,1,Healthcare,Python,EU,26.32,167031.85,0.591,0.116,0.392
2022,1,Healthcare,Python,APAC,17.79,128278.0,0.665,0.116,0.394
2022,1,Healthcare,Python,India,15.29,91575.07,0.682,0.105,0.444
2022,1,Healthcare,Python,,20.67,127746.68,0.85,0.131,0.455
2022,1,Healthcare,Java,NA,44.53,150369.58,0.619,0.138,0.376
2022,1,Healthcare,Java,EU,34.3,116388.71,0.715,0.113,0.388
2022,1,Healthcare,Java,APAC,23.26,88985.43,0.586,0.118,0.464
2022,1,Healthcare,Java,India,15.66,60405.44,0.827,0.142,0.43
2022,1,Healthcare,Java,,25.1,86460.41,0.839,0.168,0.307
2022,1,Healthcare,AWS,NA,43.32,154275.61,0.758,0.123,0.357
2022,1,Healthcare,AWS,EU,31.74,117083.73,0.674,0.129,0.441
2022,1,Healthcare,AWS,APAC,24.12,94484.67,0.7,0.116,0.467
2022,1,Healthcare,AWS,India,16.29,66616.45,0.717,0.163,0.338
2022,1,Healthcare,AWS,,24.91,90085.43,0.797,0.159,0.468
2022,1,Healthcare,Azure,NA,48.01,183017.22,0.8,0.128,0.378
2022,1,Healthcare,Azure,EU,35.28,139039.45,0.697,0.125,0.466
2022,1,Healthcare,Azure,APAC,28.48,105966.79,0.696,0.106,0.274
2022,1,Healthcare,Azure,India,18.8,73676.35,0.657,0.15,0.348
2022,1,Healthcare,Azure,,26.87,105542.63,0.723,0.107,0.403
2022,1,Healthcare,React,NA,45.28,160261.74,0.712,0.158,0.32
2022,1,Healthcare,React,EU,33.31,121915.87,0.85,0.16,0.439
2022,1,Healthcare,React,APAC,26.95,91745.39,0.726,0.115,0.446
2022,1,Healthcare,React,India,18.21,64282.65,0.76,0.143,0.362
2022,1,Healthcare,React,,24.99,90752.5,0.749,0.139,0.319
2022,1,Healthcare,DevOps,NA,41.87,224014.75,0.731,0.104,0.45
2022,1,Healthcare,DevOps,EU,31.56,173451.98,0.646,0.113,0.329
2022,1,Healthcare,DevOps,APAC,22.99,130447.2,0.846,0.113,0.399
2022,1,Healthcare,DevOps,India,15.34,90481.41,0.601,0.14,0.329
2022,1,Healthcare,DevOps,,25.3,133096.67,0.576,0.146,0.299
2022,1,Healthcare,DataSci,NA,47.04,151797.22,0.81,0.168,0.314
2022,1,Healthcare,DataSci,EU,33.21,117171.9,0.783,0.138,0.416
2022,1,Healthcare,DataSci,APAC,26.89,88829.16,0.643,0.11,0.328
2022,1,Healthcare,DataSci,India,20.58,65831.09,0.78,0.117,0.467
2022,1,Healthcare,DataSci,,27.92,92225.34,0.754,0.123,0.28
2022,1,Healthcare,MLE,NA,47.22,204805.38,0.658,0.112,0.385
2022,1,Healthcare,MLE,EU,37.31,156698.88,0.671,0.112,0.33
2022,1,Healthcare,MLE,APAC,28.17,118716.85,0.826,0.119,0.462
2022,1,Healthcare,MLE,India,18.48,84908.37,0.739,0.168,0.435
2022,1,Healthcare,MLE,,26.78,117512.23,0.681,0.137,0.373
2022,1,Healthcare,QA-Automation,NA,26.79,143113.15,0.7,0.137,0.389
2022,1,Healthcare,QA-Automation,EU,20.18,107506.07,0.649,0.109,0.302
2022,1,Healthcare,QA-Automation,APAC,15.12,83519.35,0.722,0.156,0.359
2022,1,Healthcare,QA-Automation,India,9.64,60509.56,0.816,0.131,0.39
2022,1,Healthcare,QA-Automation,,15.74,87067.62,0.698,0.155,0.389
2022,1,Healthcare,Kubernetes,NA,33.3,212996.16,0.687,0.149,0.29
2022,1,Healthcare,Kubernetes,EU,24.56,162566.49,0.762,0.12,0.351
2022,1,Healthcare,Kubernetes,APAC,16.85,122390.8,0.665,0.157,0.405
2022,1,Healthcare,Kubernetes,India,12.98,85998.94,0.717,0.156,0.314
2022,1,Healthcare,Kubernetes,,17.55,125672.64,0.726,0.13,0.351
2022,1,Insurance,Python,NA,34.75,216188.07,0.726,0.139,0.356
2022,1,Insurance,Python,EU,25.76,169075.0,0.623,0.165,0.401
2022,1,Insurance,Python,APAC,18.04,127303.98,0.618,0.162,0.403
2022,1,Insurance,Python,India,15.29,91909.03,0.588,0.114,0.407
2022,1,Insurance,Python,,18.33,130511.24,0.593,0.143,0.461
2022,1,Insurance,Java,NA,43.79,154317.18,0.781,0.141,0.356
2022,1,Insurance,Java,EU,33.99,116272.1,0.725,0.154,0.319
2022,1,Insurance,Java,APAC,24.94,89255.63,0.735,0.146,0.451
2022,1,Insurance,Java,India,17.46,60689.91,0.675,0.139,0.381
2022,1,Insurance,Java,,25.71,89398.69,0.725,0.116,0.366
2022,1,Insurance,AWS,NA,43.03,156714.75,0.777,0.122,0.347
2022,1,Insurance,AWS,EU,35.06,119521.47,0.571,0.167,0.3
2022,1,Insurance,AWS,APAC,25.02,93708.71,0.823,0.149,0.439
2022,1,Insurance,AWS,India,19.77,64527.54,0.574,0.114,0.465
2022,1,Insurance,AWS,,27.37,91216.64,0.633,0.148,0.281
2022,1,Insurance,Azure,NA,49.79,177844.47,0.859,0.147,0.285
2022,1,Insurance,Azure,EU,35.96,139949.36,0.771,0.169,0.371
2022,1,Insurance,Azure,APAC,27.32,105761.7,0.605,0.16,0.441
2022,1,Insurance,Azure,India,17.79,71759.23,0.584,0.147,0.419
2022,1,Insurance,Azure,,27.65,104124.71,0.599,0.106,0.45
2022,1,Insurance,React,NA,44.4,157690.09,0.849,0.103,0.424
2022,1,Insurance,React,EU,34.33,122964.17,0.634,0.11,0.385
2022,1,Insurance,React,APAC,27.49,92305.25,0.741,0.106,0.303
2022,1,Insurance,React,India,17.06,65352.61,0.577,0.163,0.276
2022,1,Insurance,React,,24.23,94783.16,0.622,0.103,0.272
2022,1,Insurance,DevOps,NA,41.46,227423.88,0.654,0.125,0.47
2022,1,Insurance,DevOps,EU,33.78,170230.22,0.635,0.161,0.304
2022,1,Insurance,DevOps,APAC,23.95,130384.35,0.829,0.104,0.399
2022,1,Insurance,DevOps,India,17.49,90541.18,0.661,0.11,0.281
2022,1,Insurance,DevOps,,23.89,135967.02,0.679,0.13,0.452
2022,1,Insurance,DataSci,NA,46.91,155933.36,0.603,0.12,0.397
2022,1,Insurance,DataSci,EU,34.06,115935.2,0.787,0.124,0.459
2022,1,Insurance,DataSci,APAC,26.61,87635.63,0.644,0.163,0.394
2022,1,Insurance,DataSci,India,20.34,62135.58,0.76,0.139,0.446
2022,1,Insurance,DataSci,,24.98,91612.41,0.665,0.152,0.427
2022,1,Insurance,MLE,NA,45.01,203484.02,0.57,0.17,0.331
2022,1,Insurance,MLE,EU,35.75,156802.43,0.832,0.108,0.463
2022,1,Insurance,MLE,APAC,25.72,116814.73,0.575,0.115,0.337
2022,1,Insurance,MLE,India,18.88,84932.91,0.839,0.136,0.336
2022,1,Insurance,MLE,,26.5,121508.99,0.643,0.1,0.288
2022,1,Insurance,QA-Automation,NA,28.27,144531.53,0.566,0.101,0.461
2022,1,Insurance,QA-Automation,EU,22.36,107810.47,0.587,0.153,0.281
2022,1,Insurance,QA-Automation,APAC,17.99,86282.94,0.608,0.115,0.425
2022,1,Insurance,QA-Automation,India,13.02,60635.01,0.759,0.118,0.404
2022,1,Insurance,QA-Automation,,14.33,82437.51,0.62,0.144,0.381
2022,1,Insurance,Kubernetes,NA,32.44,210590.01,0.679,0.114,0.369
2022,1,Insurance,Kubernetes,EU,22.4,158654.1,0.834,0.11,0.336
2022,1,Insurance,Kubernetes,APAC,18.71,125693.63,0.741,0.165,0.45
2022,1,Insurance,Kubernetes,India,13.08,87469.66,0.844,0.17,0.42
2022,1,Insurance,Kubernetes,,20.65,126863.13,0.782,0.128,0.428
2022,1,FinTech,Python,NA,33.68,217693.4,0.839,0.164,0.345
2022,1,FinTech,Python,EU,23.82,169170.12,0.838,0.123,0.454
2022,1,FinTech,Python,APAC,19.28,130044.04,0.72,0.155,0.325
2022,1,FinTech,Python,India,13.59,91270.32,0.832,0.105,0.415
2022,1,FinTech,Python,,17.62,127425.43,0.791,0.108,0.32
2022,1,FinTech,Java,NA,42.29,152514.43,0.635,0.156,0.395
2022,1,FinTech,Java,EU,33.21,114592.02,0.611,0.126,0.457
2022,1,FinTech,Java,APAC,23.1,87176.37,0.697,0.111,0.462
2022,1,FinTech,Java,India,16.43,65097.82,0.635,0.162,0.436
2022,1,FinTech,Java,,25.27,87759.16,0.584,0.126,0.29
2022,1,FinTech,AWS,NA,42.71,154524.67,0.793,0.139,0.395
2022,1,FinTech,AWS,EU,32.3,120449.28,0.706,0.139,0.457
2022,1,FinTech,AWS,APAC,25.4,94204.37,0.756,0.114,0.422
2022,1,FinTech,AWS,India,18.46,65095.0,0.594,0.16,0.3
2022,1,FinTech,AWS,,23.7,94191.79,0.713,0.128,0.369
2022,1,FinTech,Azure,NA,46.76,182776.11,0.794,0.104,0.406
2022,1,FinTech,Azure,EU,37.63,136670.5,0.744,0.106,0.359
2022,1,FinTech,Azure,APAC,26.38,106553.89,0.567,0.126,0.415
2022,1,FinTech,Azure,India,21.56,75928.78,0.836,0.133,0.449
2022,1,FinTech,Azure,,29.68,107481.27,0.802,0.151,0.323
2022,1,FinTech,React,NA,43.06,157493.58,0.599,0.144,0.384
2022,1,FinTech,React,EU,31.89,118214.77,0.704,0.147,0.279
2022,1,FinTech,React,APAC,27.2,93747.02,0.614,0.111,0.39
2022,1,FinTech,React,India,17.13,65503.11,0.601,0.141,0.397
2022,1,FinTech,React,,24.86,91388.61,0.682,0.117,0.355
2022,1,FinTech,DevOps,NA,42.32,228050.63,0.821,0.16,0.273
2022,1,FinTech,DevOps,EU,31.41,173290.73,0.767,0.148,0.41
2022,1,FinTech,DevOps,APAC,22.55,135089.83,0.684,0.126,0.388
2022,1,FinTech,DevOps,India,17.16,95806.73,0.829,0.14,0.419
2022,1,FinTech,DevOps,,23.68,131379.93,0.655,0.128,0.44
2022,1,FinTech,DataSci,NA,45.75,150486.84,0.662,0.107,0.445
2022,1,FinTech,DataSci,EU,36.65,114342.68,0.627,0.133,0.314
2022,1,FinTech,DataSci,APAC,26.5,90158.61,0.784,0.168,0.276
2022,1,FinTech,DataSci,India,16.78,60268.43,0.847,0.114,0.384
2022,1,FinTech,DataSci,,25.32,91484.13,0.636,0.145,0.342
2022,1,FinTech,MLE,NA,45.36,203094.8,0.607,0.137,0.429
2022,1,FinTech,MLE,EU,34.23,153462.58,0.605,0.109,0.379
2022,1,FinTech,MLE,APAC,29.23,116587.39,0.622,0.13,0.275
2022,1,FinTech,MLE,India,19.92,81508.52,0.57,0.143,0.352
2022,1,FinTech,MLE,,26.72,120587.37,0.64,0.167,0.276
2022,1,FinTech,QA-Automation,NA,28.05,143545.93,0.755,0.116,0.362
2022,1,FinTech,QA-Automation,EU,19.64,111439.16,0.813,0.159,0.411
2022,1,FinTech,QA-Automation,APAC,14.31,86195.31,0.72,0.146,0.27
2022,1,FinTech,QA-Automation,India,11.02,56208.64,0.816,0.142,0.459
2022,1,FinTech,QA-Automation,,15.86,81639.12,0.614,0.161,0.31
2022,1,FinTech,Kubernetes,NA,33.25,212527.11,0.83,0.103,0.33
2022,1,FinTech,Kubernetes,EU,24.67,158557.37,0.75,0.15,0.286
2022,1,FinTech,Kubernetes,APAC,17.1,122988.35,0.752,0.127,0.442
2022,1,FinTech,Kubernetes,India,13.73,86004.64,0.564,0.149,0.332
2022,1,FinTech,Kubernetes,,17.58,124785.4,0.679,0.136,0.451
2022,1,Manufacturing,Python,NA,33.02,215208.66,0.786,0.155,0.353
2022,1,Manufacturing,Python,EU,23.7,163727.7,0.6,0.154,0.295
2022,1,Manufacturing,Python,APAC,20.97,127047.51,0.851,0.106,0.429
2022,1,Manufacturing,Python,India,11.97,87905.54,0.766,0.151,0.343
2022,1,Manufacturing,Python,,19.92,125800.35,0.774,0.147,0.403
2022,1,Manufacturing,Java,NA,41.16,148728.39,0.579,0.111,0.451
2022,1,Manufacturing,Java,EU,33.39,117049.13,0.593,0.115,0.293
2022,1,Manufacturing,Java,APAC,24.39,91888.38,0.704,0.105,0.443
2022,1,Manufacturing,Java,India,16.15,64887.88,0.732,0.128,0.406
2022,1,Manufacturing,Java,,25.89,88513.91,0.707,0.108,0.348
2022,1,Manufacturing,AWS,NA,43.9,156980.91,0.857,0.159,0.425
2022,1,Manufacturing,AWS,EU,34.48,121576.35,0.782,0.16,0.379
2022,1,Manufacturing,AWS,APAC,27.34,89512.98,0.731,0.167,0.317
2022,1,Manufacturing,AWS,India,17.47,61382.75,0.617,0.149,0.299
2022,1,Manufacturing,AWS,,24.49,91781.18,0.604,0.14,0.292
2022,1,Manufacturing,Azure,NA,48.47,179356.13,0.672,0.117,0.436
2022,1,Manufacturing,Azure,EU,36.66,139821.2,0.81,0.131,0.305
2022,1,Manufacturing,Azure,APAC,29.95,104772.14,0.625,0.108,0.348
2022,1,Manufacturing,Azure,India,19.95,76712.25,0.58,0.106,0.416
2022,1,Manufacturing,Azure,,29.1,103846.76,0.769,0.103,0.337
2022,1,Manufacturing,React,NA,44.13,159221.87,0.663,0.102,0.327
2022,1,Manufacturing,React,EU,33.91,121212.65,0.588,0.144,0.325
2022,1,Manufacturing,React,APAC,25.56,94384.08,0.649,0.102,0.423
2022,1,Manufacturing,React,India,19.86,63687.4,0.658,0.103,0.309
2022,1,Manufacturing,React,,24.7,95509.55,0.581,0.139,0.44
2022,1,Manufacturing,DevOps,NA,40.69,229352.35,0.773,0.124,0.441
2022,1,Manufacturing,DevOps,EU,30.09,170579.43,0.662,0.136,0.287
2022,1,Manufacturing,DevOps,APAC,22.84,132503.75,0.77,0.139,0.459
2022,1,Manufacturing,DevOps,India,15.93,95384.42,0.832,0.125,0.277
2022,1,Manufacturing,DevOps,,22.68,132557.53,0.7,0.112,0.446
2022,1,Manufacturing,DataSci,NA,46.62,154372.57,0.815,0.115,0.455
2022,1,Manufacturing,DataSci,EU,33.08,118425.56,0.775,0.112,0.46
2022,1,Manufacturing,DataSci,APAC,25.17,89300.07,0.722,0.122,0.285
2022,1,Manufacturing,DataSci,India,18.65,63341.99,0.622,0.105,0.364
2022,1,Manufacturing,DataSci,,26.05,92204.04,0.827,0.163,0.374
2022,1,Manufacturing,MLE,NA,47.23,200601.39,0.721,0.129,0.418
2022,1,Manufacturing,MLE,EU,36.41,152269.86,0.755,0.158,0.381
2022,1,Manufacturing,MLE,APAC,28.3,118985.19,0.576,0.134,0.283
2022,1,Manufacturing,MLE,India,18.58,82152.72,0.57,0.122,0.458
2022,1,Manufacturing,MLE,,28.16,120710.39,0.8,0.169,0.388
2022,1,Manufacturing,QA-Automation,NA,25.95,146253.03,0.719,0.16,0.424
2022,1,Manufacturing,QA-Automation,EU,20.9,110511.56,0.817,0.166,0.444
2022,1,Manufacturing,QA-Automation,APAC,14.99,85124.47,0.774,0.15,0.328
2022,1,Manufacturing,QA-Automation,India,9.99,58767.12,0.663,0.161,0.388
2022,1,Manufacturing,QA-Automation,,16.63,81355.03,0.752,0.104,0.373
2022,1,Manufacturing,Kubernetes,NA,33.39,210688.09,0.805,0.138,0.432
2022,1,Manufacturing,Kubernetes,EU,23.92,163318.86,0.697,0.107,0.279
2022,1,Manufacturing,Kubernetes,APAC,18.37,122185.89,0.629,0.138,0.458
2022,1,Manufacturing,Kubernetes,India,11.75,84728.77,0.776,0.139,0.439
2022,1,Manufacturing,Kubernetes,,19.29,124893.1,0.591,0.105,0.274
2022,1,Public Sector,Python,NA,32.67,217721.36,0.695,0.161,0.422
2022,1,Public Sector,Python,EU,23.94,165958.48,0.765,0.125,0.452
2022,1,Public Sector,Python,APAC,20.08,131228.33,0.605,0.143,0.368
2022,1,Public Sector,Python,India,12.42,88249.7,0.598,0.139,0.376
2022,1,Public Sector,Python,,19.71,128326.49,0.787,0.108,0.437
2022,1,Public Sector,Java,NA,44.48,153608.87,0.597,0.132,0.404
2022,1,Public Sector,Java,EU,34.28,117244.1,0.635,0.159,0.403
2022,1,Public Sector,Java,APAC,25.48,91750.65,0.685,0.143,0.392
2022,1,Public Sector,Java,India,19.38,60924.32,0.664,0.115,0.273
2022,1,Public Sector,Java,,25.42,88014.29,0.792,0.149,0.409
2022,1,Public Sector,AWS,NA,42.53,158881.31,0.844,0.157,0.437
2022,1,Public Sector,AWS,EU,33.85,118719.33,0.802,0.138,0.319
2022,1,Public Sector,AWS,APAC,25.98,93982.69,0.674,0.109,0.397
2022,1,Public Sector,AWS,India,16.93,61665.19,0.711,0.157,0.34
2022,1,Public Sector,AWS,,27.12,91886.94,0.81,0.105,0.349
2022,1,Public Sector,Azure,NA,46.27,180018.57,0.828,0.143,0.306
2022,1,Public Sector,Azure,EU,36.89,137190.01,0.809,0.149,0.308
2022,1,Public Sector,Azure,APAC,30.07,104201.9,0.847,0.105,0.389
2022,1,Public Sector,Azure,India,18.41,74369.51,0.684,0.115,0.4
2022,1,Public Sector,Azure,,29.48,105554.47,0.825,0.161,0.371
2022,1,Public Sector,React,NA,42.32,156605.87,0.82,0.124,0.282
2022,1,Public Sector,React,EU,31.63,122705.93,0.645,0.127,0.427
2022,1,Public Sector,React,APAC,27.02,93169.33,0.672,0.107,0.443
2022,1,Public Sector,React,India,18.45,64823.3,0.748,0.167,0.367
2022,1,Public Sector,React,,24.76,90535.99,0.667,0.143,0.434
2022,1,Public Sector,DevOps,NA,39.79,228496.49,0.832,0.151,0.311
2022,1,Public Sector,DevOps,EU,31.68,173583.42,0.689,0.151,0.386
2022,1,Public Sector,DevOps,APAC,25.88,132245.92,0.646,0.117,0.321
2022,1,Public Sector,DevOps,India,18.21,93678.99,0.618,0.16,0.29
2022,1,Public Sector,DevOps,,23.84,131096.28,0.789,0.133,0.435
2022,1,Public Sector,DataSci,NA,45.17,154593.36,0.675,0.109,0.309
2022,1,Public Sector,DataSci,EU,34.98,117582.1,0.562,0.155,0.317
2022,1,Public Sector,DataSci,APAC,27.38,88585.6,0.822,0.12,0.392
2022,1,Public Sector,DataSci,India,19.82,65915.72,0.658,0.166,0.441
2022,1,Public Sector,DataSci,,27.87,87946.42,0.596,0.138,0.381
2022,1,Public Sector,MLE,NA,45.4,201382.14,0.831,0.133,0.408
2022,1,Public Sector,MLE,EU,35.75,151571.63,0.641,0.121,0.314
2022,1,Public Sector,MLE,APAC,25.47,118428.39,0.602,0.115,0.34
2022,1,Public Sector,MLE,India,19.09,82365.48,0.804,0.13,0.416
2022,1,Public Sector,MLE,,26.91,119185.35,0.583,0.105,0.334
2022,1,Public Sector,QA-Automation,NA,25.95,140999.37,0.582,0.142,0.417
2022,1,Public Sector,QA-Automation,EU,20.19,107474.62,0.586,0.157,0.409
